# Wordlist

# DATA
ID	CONCEPT	DATECREATED	DATEMODIFIED	EN_GLOSS	FORM_IN_SOURCE	GUID	DOCULECT	LANGUAGE_IN_SOURCE	OID	ORDER	COUNTERPART	POS	PT_GLOSS	REFERENCE	SENSE_ID
76	duck	2014-04-08T13:47:49Z	2014-04-20T15:38:09Z	duck	manakanu̥p	44ab982d-8bfd-4882-8189-b5b4ecc0524e	trz	trz	manakanyp_44ab982d-8bfd-4882-8189-b5b4ecc0524e		manakanyp		pato		488da54c-e02f-4e77-9c1e-23e97e8bfde5
#
130	ear	2014-04-06T15:06:31Z	2014-04-20T15:35:03Z	ear	tẽtét	6f33fb24-874f-4318-ab10-250041efa7c7	pt	trz	tẽtet_6f33fb24-874f-4318-ab10-250041efa7c7		tēlét		orelha		af9c3802-5ef9-401e-b800-cfdc172861c7
#
206	egg	2014-04-08T13:52:22Z	2014-04-20T15:33:40Z	egg	azerón	c301c213-e125-4b2a-9136-35806841dbf2	trz	trz	azeron_c301c213-e125-4b2a-9136-35806841dbf2		azeron		ovo		ab4018e8-1d0b-4c38-a7e3-8f654e11b06a
#
159	elbow	2014-04-23T13:57:32Z	2014-04-23T13:57:57Z	elbow	pitukú	8c54fee1-d80b-40b3-9df0-a1976fc9d9fd	trz	en	pituku_8c54fee1-d80b-40b3-9df0-a1976fc9d9fd		pituku		cotovelo		baf2c3f5-469f-4550-9a1a-ac092a12411c
258	elbow	2014-04-06T16:49:30Z	2014-04-20T15:32:54Z	elbow	pitók	e9c8be90-eeb3-4ac8-a2ba-ce93e0cc683c	trz	trz	pitok_e9c8be90-eeb3-4ac8-a2ba-ce93e0cc683c		pitok		cotovelo		474807d0-ebc1-487f-bcab-161e444e60b3
#
151	electric eel	2014-04-08T14:48:48Z	2014-04-20T15:32:25Z	electric eel	nowį́	85fcdde5-2f72-4517-8064-981509ed8d1a	trz	trz	nowi&apos;_85fcdde5-2f72-4517-8064-981509ed8d1a		nowi'		poraqué		68334720-a52e-40ee-b2f0-4c5e93bb8300
#
256	enemy	2014-04-07T18:49:01Z	2014-04-20T15:32:02Z	enemy	mu̥pįná	e7fcae93-909d-4097-ba8e-8c1090c676a6	trz	trz	mypi&apos;na_e7fcae93-909d-4097-ba8e-8c1090c676a6		mypi'na		inimigo		6604d6c8-0e1c-4f47-ae91-17adae7bf9c1
#
215	eye	2014-04-06T16:06:23Z	2014-04-20T15:31:15Z	eye	tok	c8c6fc47-cc50-4f00-a07d-1ef7772e6745	trz	trz	tok_c8c6fc47-cc50-4f00-a07d-1ef7772e6745		tok		olho		675234a7-ff8a-4bc8-9906-dd3f19e89a29
#
47	eyebrow	2014-04-06T15:41:41Z	2014-04-20T15:30:50Z	eyebrow	tupaitók	23fb1271-d581-438c-b4e9-7231d709dd7c	trz	trz	tupaitok_23fb1271-d581-438c-b4e9-7231d709dd7c		tupaitok		sobrancelha		47b80985-0bd1-40a9-9156-add26053f2ff
#
22	face	2014-04-06T16:33:26Z	2014-04-20T15:30:31Z	face	natará	0f1d84f2-1bd9-46c7-9035-5fe06dad25cd	trz	trz	natara_0f1d84f2-1bd9-46c7-9035-5fe06dad25cd		natara		rosto		361eae10-d428-4246-ab2b-2d103785ef09
#
219	fan	2014-04-07T16:52:26Z	2014-04-20T15:30:08Z	fan	paukiyábm	cb1e1ea9-cbb9-4fb4-9fac-253caef21f56	trz	trz	paukijam_cb1e1ea9-cbb9-4fb4-9fac-253caef21f56		paukijam		abano		e096fab5-453f-495b-b69c-b669d73224ae
#
7	father	2014-04-07T18:10:12Z	2014-04-24T15:50:51Z	father	itë́	05f16dba-0f97-40e2-8abb-2347d73027d7	trz	trz	ite_05f16dba-0f97-40e2-8abb-2347d73027d7		ite		pai		ba2d426f-1610-4dda-9e2e-f3b30e638455
#
240	fire	2014-04-06T19:29:23Z	2014-04-20T15:28:22Z	fire	ix̣ë́	dc76f637-5871-43f7-9de7-b80dd30c0ec0	trz	trz	ixe2_dc76f637-5871-43f7-9de7-b80dd30c0ec0	2	ixe		fogo		7074cad7-a05e-4f21-867c-8f9a536bd764
#
201	firewood	2014-04-06T19:57:28Z	2014-04-20T15:26:43Z	firewood	ix̣ë́	bd8a3f4f-0e9b-4246-ab13-8b3f34421356	trz	trz	ixe1_bd8a3f4f-0e9b-4246-ab13-8b3f34421356	1	ixe		lenha		35db8f3c-40ae-4bbb-b2c2-28cf01048c19
#
30	fish	2014-04-08T14:41:24Z	2014-04-20T15:23:54Z	fish	hoám	136bbb45-f4d1-479b-9e60-4981961a4c85	trz	trz	hoam_136bbb45-f4d1-479b-9e60-4981961a4c85		hoam		peixe		bc8363d6-97f8-413f-9838-b56f48b021cb
#
28	flea	2014-04-08T15:03:47Z	2014-04-20T15:23:35Z	flea	huyipí	12dc783c-c1a9-4e21-a608-d7244cfba5c9	trz	trz	hujipi_12dc783c-c1a9-4e21-a608-d7244cfba5c9		hujipi		pulga		1029343d-3687-4b76-9f0c-12b0407b840f
#
88	flour	2014-04-07T16:54:21Z	2014-04-20T15:22:43Z	flour	uí	4bb41093-8087-4712-95bc-67059efdeeac	trz	trz	ui_4bb41093-8087-4712-95bc-67059efdeeac		ui		farinha		042a69de-5fa8-4ae2-b69e-129ae7768e12
#
186	flute of taboca	2014-04-07T19:21:58Z	2014-04-20T15:20:50Z	flute of taboca	kixo̠	ad906d32-4472-46ab-ae86-721b36c50190	trz	trz	kixo_ad906d32-4472-46ab-ae86-721b36c50190		kixo		flauta de taboca		a84646b1-a84f-4cd4-b8b5-e0d717165ed9
#
58	food	2014-04-28T15:37:47Z	2014-04-28T15:38:43Z	food	kauwi̩rẽn	3114f10c-0220-430a-a52a-1650e61e7ced	trz	en	kauwi&apos;ren_3114f10c-0220-430a-a52a-1650e61e7ced		kauwi'ren		comida		190080fa-2283-4cad-949e-ebb18974037e
#
155	foot	2014-04-06T15:56:14Z	2014-04-20T15:19:52Z	foot	šinyak	8a3f6be7-d44b-4277-86f9-3c7a5748a413	trz	trz	xinjak_8a3f6be7-d44b-4277-86f9-3c7a5748a413		xinjak		pé		673aa1b6-e0ed-4f85-9e49-64f13bf16ede
#
143	fruit of wine	2014-04-06T16:37:43Z	2014-12-07T17:55:21Z	fruit of wine	trawádn	7c5782e7-7219-4eb2-9e0c-8835035f300a	trz	trz	trawan_7c5782e7-7219-4eb2-9e0c-8835035f300a		trawan		patauá		8f337c3b-5863-4483-8f57-9548ac7bae82" order="1
#
195	good	2014-04-25T14:54:52Z	2014-04-25T14:55:30Z	good	iterā́dni	b7168262-3804-4dfc-99c7-3ca764e73744	trz	en	iteráni_b7168262-3804-4dfc-99c7-3ca764e73744		iteráni		bom		136caede-701d-4ddc-82fa-ad62fd56c3f0
#
97	gourd	2014-04-07T16:33:29Z	2014-04-20T15:18:58Z	gourd	oróm	51041290-2009-4084-a266-b389a9789cac	trz	trz	orom_51041290-2009-4084-a266-b389a9789cac		orom		cuia		e4840b09-e2f2-4505-b4d8-1cb358289099
#
32	grandfather	2014-04-07T17:54:39Z	2014-04-20T15:17:33Z	grandfather	wįwį́	13e5184b-96c4-462e-8990-e63ca67f4234	trz	trz	wi&apos;wi&apos;_13e5184b-96c4-462e-8990-e63ca67f4234		wi'wi'		avô paterno		07029b12-4de4-4dbd-9bb9-0e9c506ebee2
#
41	grandmother	2014-04-07T17:56:27Z	2014-04-20T15:17:13Z	grandmother	tĕotó	19853986-992e-4296-90a9-736451dde8bb	trz	trz	teoto_19853986-992e-4296-90a9-736451dde8bb		teoto		Avó paterno		bc919061-994d-41a3-9811-718420f146c2
120	grandmother	2014-04-07T18:47:50Z	2014-04-20T15:16:16Z	grandmother	apá	6638f47b-55c7-4c52-9e30-7dbbaac3e985	trz	trz	apa_6638f47b-55c7-4c52-9e30-7dbbaac3e985		apa		avó materna		2f2164bc-0d36-4b59-b706-0aaf3a8c484a
275	grandmother	2014-04-07T18:47:05Z	2014-04-20T15:16:05Z	grandmother	iyé	fc151c94-94aa-4a4e-9695-0d12f8740a6f	trz	trz	ije_fc151c94-94aa-4a4e-9695-0d12f8740a6f		ije		avó paterna		1514a390-67aa-4224-be64-8a8b5155ee3a
#
23	grave	2014-04-07T19:27:38Z	2014-04-20T15:15:42Z	grave	diyawat	1020fbae-092c-49f6-bad4-cc85a0d2b18d	trz	trz	dijawat_1020fbae-092c-49f6-bad4-cc85a0d2b18d		dijawat		sepultura		d478cf05-8e42-465f-be45-bf04adf09ba1
#
2	green 	2014-04-25T14:32:57Z	2014-12-07T17:44:55Z	green 	narádni	045f74f5-504a-4aeb-95bc-6758d4df7a5f	trz	en	naráni_045f74f5-504a-4aeb-95bc-6758d4df7a5f		naráni		verde		7c38692e-71cb-49a6-9db9-9a38e1083a60" order="1
123	green 	2014-04-25T14:34:17Z	2014-12-07T17:45:15Z	green 	narádnu	673f4b92-fae8-4cd7-8ec1-fd0ac410b942	trz	en	naránu_673f4b92-fae8-4cd7-8ec1-fd0ac410b942		naránu		verde		12d62e24-5814-4833-9847-1d468536b93c" order="1
#
52	hair	2014-04-06T15:29:11Z	2014-04-20T15:15:06Z	hair	tinkinyúm	27ff6cd5-1ccf-4ab3-b69d-22926cf67803	trz	trz	tinkinjum_27ff6cd5-1ccf-4ab3-b69d-22926cf67803		tinkinjum		pelo		fadf61aa-824b-4bc8-8765-00954a907eb6
#
119	hand	2014-04-06T16:50:41Z	2014-04-20T15:14:38Z	hand	ubm	65539524-f0e7-42c2-8d0a-50ab7fa83998	trz	trz	um_65539524-f0e7-42c2-8d0a-50ab7fa83998		um		mão		d184e9c4-43ba-4086-948c-19091c65038e
#
149	he	2014-04-28T14:17:36Z	2014-04-28T14:18:05Z	he	wariko	83698253-a996-4a06-97e2-f23acf7a0894	trz	en	wariko_83698253-a996-4a06-97e2-f23acf7a0894		wariko		ele		e7ff4be6-78f5-479e-9be0-a24dc32c9a4d
#
103	head	2014-04-06T16:11:11Z	2014-04-20T15:14:14Z	head	u̥pį́k	5824e0f3-8f95-42ce-a518-54aadf4807bd	trz	trz	ypi&apos;k_5824e0f3-8f95-42ce-a518-54aadf4807bd		ypi'k		cabeça		574fecba-bbc1-4e2b-93aa-469e831ec232
117	head	2014-04-06T16:13:58Z	2014-04-20T15:13:51Z	head	upá̩	601fd6ea-316e-431b-990a-442735d6317d	trz	trz	upa&apos;_601fd6ea-316e-431b-990a-442735d6317d		upa'		cabeça		8aff68a3-228e-4aa5-9d9f-0372ccc46892
#
89	heart	2014-04-06T15:49:17Z	2014-04-20T15:13:35Z	heart	tukitimu̥n	4c05d7d5-3ab6-497b-a409-2e4d13baa785	trz	trz	tukitimyn_4c05d7d5-3ab6-497b-a409-2e4d13baa785		tukitimyn		coração		acdabb5e-0b23-4c43-a1ba-a0202efb0c65
260	heart	2014-04-22T17:42:10Z	2014-04-22T17:42:34Z	heart	timú	eccfb3cd-fa81-4918-92e7-aff78e4f10b9	trz	en	timu_eccfb3cd-fa81-4918-92e7-aff78e4f10b9		timu		coração		a519aff1-14ed-4e1f-b0ae-f8154c5c0bb5
#
34	here	2014-04-26T13:37:43Z	2014-04-26T13:39:51Z	here	hi̩i̩	162b12ae-9fb3-4098-ba1e-2ef9b150402d	trz	en	hi&apos;i&apos;_162b12ae-9fb3-4098-ba1e-2ef9b150402d		hi'i'		aqui		46da373b-3243-4544-8953-2ad8b1376adb
#
26	his wife	2014-04-07T17:53:04Z	2014-04-20T15:13:12Z	his wife	nipeyum	11353697-691a-4dcb-b5d5-536740f5a5cc	trz	trz	nipejum_11353697-691a-4dcb-b5d5-536740f5a5cc		nipejum		a mulher dele		a0f0b9fe-a504-4288-90c3-a8bf4ffaab7f
#
194	honey	2014-04-08T14:59:21Z	2014-04-20T15:08:50Z	honey	wahu̥m	b58c88c9-b99d-497a-8175-39b93943639c	trz	trz	wahym_b58c88c9-b99d-497a-8175-39b93943639c		wahym		mel		a5709886-bdf0-4f8f-af7c-0448f3cefa71
#
73	hook	2014-04-06T20:22:21Z	2014-04-20T15:08:08Z	hook	pi	417cee77-24c9-4630-940b-34401103c1ed	trz	trz	pi_417cee77-24c9-4630-940b-34401103c1ed		pi		anzol		cd74e70e-af8b-4932-85df-521a2ba017af
#
200	hot	2014-04-25T14:52:46Z	2014-04-25T14:53:33Z	hot	tumurëni	bd1a653e-b389-42b6-9adb-959fdb52925e	trz	en	tumureni_bd1a653e-b389-42b6-9adb-959fdb52925e		tumureni		quente		46710fb8-ae23-469f-8cdd-5624191ed45c
#
236	house	2014-04-07T16:30:02Z	2014-04-20T15:07:20Z	house	atirím	d6d6533f-948d-435a-99a6-ad63673918d4	trz	trz	atirim_d6d6533f-948d-435a-99a6-ad63673918d4		atirim		casa		7fa29be1-62f3-4e4e-8e98-58673cbc3cfd
#
239	howler monkey	2014-04-07T19:31:15Z	2014-04-20T15:07:03Z	howler monkey	ororëm	da2f4101-98ae-4607-9b0d-ffd640589df2	trz	trz	ororem_da2f4101-98ae-4607-9b0d-ffd640589df2		ororem		guariba		39b96d95-891d-4cd2-9807-bb599ef58c0e
#
122	hunting	2014-04-07T19:30:01Z	2014-04-20T15:06:49Z	hunting	kuzumā	66fcbac5-3aad-4912-8266-10fbd6198100	trz	trz	kuzuma_66fcbac5-3aad-4912-8266-10fbd6198100		kuzuma		caça		30447770-4ebd-430b-b800-e9cddb6989f5
#
14	in the back	2014-04-28T13:37:30Z	2014-04-28T13:37:59Z	in the back	tosi	0a51e329-cba9-41d3-a01f-fee33ee2ccaa	trz	en	tosi_0a51e329-cba9-41d3-a01f-fee33ee2ccaa		tosi		no fundo		38892b80-4de9-4461-bfcb-31aeea65f91f
#
270	indian brave	2014-04-07T19:02:13Z	2014-04-20T15:06:02Z	indian brave	nakazetí	f72718e8-4ecb-4367-a8fd-578d234d6fd8	trz	trz	nakazeti_f72718e8-4ecb-4367-a8fd-578d234d6fd8		nakazeti		índio bravo		2dec8522-40ef-4786-afa5-abdcd54ffcf4
#
5	inside	2014-04-28T13:33:20Z	2014-04-28T13:34:54Z	inside	kosi	05497d45-8eae-461e-be56-07d803a19802	trz	en	kosi_05497d45-8eae-461e-be56-07d803a19802		kosi		dentro		7519ea23-03d0-4d26-b33d-361f30c13d55
#
128	is sick	2014-04-26T13:22:47Z	2014-04-26T13:23:30Z	is sick	naymí̩̃	6e1ae10b-e827-4111-b6ce-fc51a2d12cec	trz	en	najmi&apos;_6e1ae10b-e827-4111-b6ce-fc51a2d12cec		najmi'		está doente		be1c7f15-11bd-4124-b340-9fbca978a889
#
224	jaboty	2014-04-08T14:26:31Z	2014-04-20T15:05:48Z	jaboty	yautí	d0d90145-9feb-4b07-9fef-8ea09ef4a4b4	trz	trz	jauti_d0d90145-9feb-4b07-9fef-8ea09ef4a4b4		jauti		jaboty		ecfd26aa-c9cb-4f02-bc32-51fdc56915f5
#
98	knee	2014-04-06T16:45:03Z	2014-04-20T15:02:03Z	knee	tukazibm	52123e3a-14bd-406e-afe1-3f97bdd21028	trz	trz	tukazim_52123e3a-14bd-406e-afe1-3f97bdd21028		tukazim		joelho		2cf62028-e7d1-4b9f-bdb8-10cb1bf54daa
#
38	knife	2014-04-07T16:34:37Z	2014-04-24T14:53:54Z	knife	yuimã	1737ec2c-2ad2-432c-bbc4-d3b60b08f74d	trz	trz	juima_1737ec2c-2ad2-432c-bbc4-d3b60b08f74d		juima		faca		c2308f67-bcb8-434b-b85f-667b3c85b809
#
171	land	2014-04-06T20:00:18Z	2014-04-20T15:00:36Z	land	timák	98993130-57fc-42fe-80a1-1d164b58a65d	trz	trz	timak_98993130-57fc-42fe-80a1-1d164b58a65d		timak		tierra		cf46bdc4-f5ae-468d-b0dd-71cf57746ec1
#
100	leaf	2014-04-08T15:45:44Z	2014-04-20T14:59:29Z	leaf	muramį́̃	54dd78f6-c297-460d-92f0-b9daf2ef337e	trz	trz	muramĩ&apos;_54dd78f6-c297-460d-92f0-b9daf2ef337e		muramĩ'		folha		2bb76570-091b-4d41-80e3-a8014a1fb91e
#
72	lip	2014-04-06T15:37:03Z	2014-04-20T14:58:26Z	lip	tupák	416dd6c1-c9c3-421e-9c4b-be8b42fd75fc	trz	trz	tupak_416dd6c1-c9c3-421e-9c4b-be8b42fd75fc		tupak		labio		923386be-8a54-4669-b038-4e2a11c08a04
#
192	little arrow of ftraw	2014-04-06T21:40:09Z	2014-04-20T14:58:08Z	little arrow of ftraw	torót	b379be17-2780-4c4d-b1aa-9101355b2de3	trz	trz	torot_b379be17-2780-4c4d-b1aa-9101355b2de3		torot		flechinha de palha		ae5fcc93-b1a1-41f8-bd11-976b88beeb6f
#
234	liver	2014-04-23T13:53:19Z	2014-04-23T13:53:42Z	liver	trawaná	d607ade4-1a05-4a12-9f1c-b8b755d99331	trz	en	trawana_d607ade4-1a05-4a12-9f1c-b8b755d99331		trawana		fígado		15d550bb-4d73-4388-8dea-43c37dffe5a4
#
29	lizard-big	2014-04-08T14:06:35Z	2014-04-20T14:57:12Z	lizard-big	worahoku̥t	12e5e766-533f-49ec-8503-d5e2cec2b05e	trz	trz	worahokyt_12e5e766-533f-49ec-8503-d5e2cec2b05e		worahokyt		tejú		8f6a0799-6d71-48fb-b523-8db1586d6f6e
#
179	louse	2014-04-08T14:58:21Z	2014-04-20T14:56:49Z	louse	įw	a1050807-22c1-417a-85df-6e55e88c6752	trz	trz	i&apos;w_a1050807-22c1-417a-85df-6e55e88c6752		i'w		piolho		6bfbb9e4-308e-45ec-8383-d90825b8a46e
#
25	man	2014-04-07T17:39:31Z	2014-04-20T14:54:22Z	man	nakódn	109d673c-8814-4dc6-b014-278865f16aa2	trz	trz	nakon_109d673c-8814-4dc6-b014-278865f16aa2		nakon		homem		97ebad0b-e6cb-4629-9f01-a548f3fe858f
#
164	manioc	2014-04-08T15:49:02Z	2014-04-20T14:42:16Z	manioc	akóp	92286a80-4a68-436e-a954-bec74591de19	trz	trz	akop_92286a80-4a68-436e-a954-bec74591de19		akop		mandioca		eca0588a-e4d2-4d4d-8ce8-342686a8e5b0
#
83	many	2014-04-25T14:03:13Z	2014-04-25T14:04:05Z	many	asiné̃yi	48780c36-9dc9-402f-beb3-4d52de744829	trz	en	asinéji_48780c36-9dc9-402f-beb3-4d52de744829		asinéji		muitos		86bea544-5918-4d0a-a46f-566e93dea37a
156	many	2014-04-25T13:59:22Z	2014-04-25T13:59:49Z	many	yabnam	8ac4e1ff-5059-45d0-8936-dc074c5060f8	trz	en	jabnam_8ac4e1ff-5059-45d0-8936-dc074c5060f8		jabnam		muitos		07aef99e-dbc3-4b8e-9c2e-45c2eca91c11
187	many	2014-04-25T14:00:31Z	2014-04-25T14:00:44Z	many	yabni	adfe05ea-e5d2-41f3-9a1c-8ed247c7a6b4	trz	en	jabni_adfe05ea-e5d2-41f3-9a1c-8ed247c7a6b4		jabni		muitos		df6d4fea-9a14-4c65-9889-03d7cee4cae4
188	many	2014-04-25T13:57:49Z	2014-04-25T13:58:42Z	many	yabno	b13ffd7d-aec7-4a9a-9900-46fa6b0dd599	trz	en	jabno_b13ffd7d-aec7-4a9a-9900-46fa6b0dd599		jabno		muitos		af875498-caa7-453d-ad36-370a6f11c31a
190	many	2014-04-25T14:01:29Z	2014-04-25T14:02:07Z	many	yabmaní̃	b287f648-f8b0-4c3a-95a6-2abb5daa5fe5	trz	en	jamani_b287f648-f8b0-4c3a-95a6-2abb5daa5fe5		jamani		muitos		a46dc61d-ed10-46f8-8074-528b960e289b
#
210	matanauy	2014-04-07T17:30:49Z	2014-04-20T14:41:07Z	matanauy	matanawį́	c4789c48-60ba-4932-9f18-dbd7c40824f3	trz	trz	matanawi&apos;_c4789c48-60ba-4932-9f18-dbd7c40824f3		matanawi'		matanauy		9463c8cb-c409-47bb-9bd4-fb57578b6eea
#
77	moon	2014-04-06T19:52:11Z	2014-04-20T14:40:48Z	moon	panaó	457e3b55-1fb8-4d40-a99b-b41fc0decec1	trz	trz	panao_457e3b55-1fb8-4d40-a99b-b41fc0decec1		panao		lua		879211a0-2242-4c44-b76f-2119263a55fe
#
198	morning	2014-04-06T19:55:28Z	2014-04-20T14:40:31Z	morning	toanatí	bcd5dd38-7449-4316-a6a2-9057dbe6fc46	trz	trz	toanati_bcd5dd38-7449-4316-a6a2-9057dbe6fc46		toanati		manhã		9091a653-ea22-42dd-b897-d6a7612f8eaf
#
86	mother	2014-04-07T17:42:36Z	2014-04-20T01:05:47Z	mother	inyá	4b49d7c2-53db-4a8c-83ff-7b2387cccbd2	trz	trz	inja_4b49d7c2-53db-4a8c-83ff-7b2387cccbd2		inja		mãe		21416209-5b53-4e6c-8320-883b0a7b19ca
#
101	mouth	2014-04-06T15:59:48Z	2014-04-20T01:05:04Z	mouth	tu̥aráu	5618c2c1-7b25-441d-86cf-f2fe48f16f7d	trz	trz	tyaraw_5618c2c1-7b25-441d-86cf-f2fe48f16f7d		tyaraw		boca		f1409e0b-7b5f-4b55-a4ad-4fb8ba5351cd
#
170	mustache	2014-04-22T17:07:17Z	2014-04-22T17:08:23Z	mustache	tu̥ní	9898677c-1e0c-49b7-a2a5-1b986d60a45f	trz	en	tyni_9898677c-1e0c-49b7-a2a5-1b986d60a45f		tyni		bigode		8ee7107b-9c0d-4bf1-8e5d-ee3fe6430ed3
#
21	my aunt	2014-04-24T15:39:15Z	2014-04-24T15:41:52Z	my aunt	iwí	0d547ca6-77eb-4653-9193-19028aaa0d1e	trz	en	iwi_0d547ca6-77eb-4653-9193-19028aaa0d1e		iwi		minha tia		b63935ab-1f40-47d6-9fbe-47593c71fbd8
#
231	my brother in law	2014-04-07T18:41:07Z	2014-04-24T15:57:04Z	my brother in law	kuytí	d2a04e53-faa3-454b-a050-8393f9edce76	trz	trz	kujti_d2a04e53-faa3-454b-a050-8393f9edce76		kujti		meu cunhado		c2c278a5-3899-480e-9be8-bb73aab7cbb5
#
49	my husband	2014-04-07T18:26:28Z	2014-04-20T01:02:53Z	my husband	taší	24fc7799-bf73-427a-851b-edec99dc13d4	trz	trz	taxi _24fc7799-bf73-427a-851b-edec99dc13d4		taxi 		meu marido		2e0b7c5e-dc2c-45b0-a877-b1ea869728e6
#
104	my mother in law	2014-04-07T18:45:04Z	2014-12-07T17:43:59Z	my mother in law	miyapį́	593d6584-d1fa-42bf-9340-9126442b36b8	trz	trz	majapi&apos;_593d6584-d1fa-42bf-9340-9126442b36b8		majapi'		minha sogra		4d34ec01-4706-4a0f-a584-25b09f612216" order="1
#
232	my name	2014-04-07T19:21:02Z	2014-04-20T01:02:11Z	my name	vití	d2af2d44-4fdd-4953-afcd-0cde97879c82	trz	trz	viti2_d2af2d44-4fdd-4953-afcd-0cde97879c82	2	viti		meu nome		4f625f0c-7bb2-4c82-9498-7a109d566bea
#
99	my nephew	2014-04-07T18:24:41Z	2014-04-20T01:01:55Z	my nephew	pikurató	540b2ea3-015e-4464-bb47-f57eb30f1a6c	trz	trz	pikurato_540b2ea3-015e-4464-bb47-f57eb30f1a6c		pikurato		meu sobrinho		e64dc961-1c4a-4ba9-b8fd-9e32b6558f1a
#
84	my niece	2014-04-07T18:19:41Z	2014-12-07T17:40:54Z	my niece	ivin	49893501-864e-4241-80ce-8f4ae01b2028	trz	trz	ivin_49893501-864e-4241-80ce-8f4ae01b2028		ivin		minha sobrinha		605df6df-ef62-4dc1-b866-8d4e4b498d87" order="1
#
66	my nose	2014-04-22T16:44:31Z	2014-04-22T16:45:22Z	my nose	uru	390dcb01-ffa1-4799-8cfb-0a7d4b2e1998	trz	en	uru_390dcb01-ffa1-4799-8cfb-0a7d4b2e1998		uru		meu nariz		edbd7d11-6f09-46e3-8026-844d7a905ebc
#
20	my older brother	2014-04-07T18:12:04Z	2014-04-20T01:01:15Z	my older brother	ayí	0c9cf005-b5ed-4ee2-a4e0-52608ef1583f	trz	trz	aji_0c9cf005-b5ed-4ee2-a4e0-52608ef1583f		aji		meu irmão maior 		85d0dcce-999d-4cda-889d-48f571b92c25
#
148	my older sister	2014-04-07T18:16:42Z	2014-04-20T01:01:08Z	my older sister	įwé̩	83104e57-5766-4942-a4c1-53b73f3390a4	trz	trz	i&apos;we&apos;_83104e57-5766-4942-a4c1-53b73f3390a4		i'we'		minha irmã maior		e7bc16ab-be59-42ba-a47f-981ad5eca28e
#
4	my uncle	2014-04-07T18:23:25Z	2014-04-20T01:00:57Z	my uncle	aho̠	05452d45-8f71-4ce8-8e2b-d4039da3cda0	trz	trz	aho_05452d45-8f71-4ce8-8e2b-d4039da3cda0		aho		meu tio		5bb78f97-02a3-4d78-9bf1-b5cd7547d5e2
#
140	my wife	2014-04-24T15:41:15Z	2014-04-24T15:41:32Z	my wife	nyasí	76c6157f-3563-4063-8dd4-5f3e27b37205	trz	en	njasi_76c6157f-3563-4063-8dd4-5f3e27b37205		njasi		minha esposa		0717367b-311e-4156-8b27-b77b52630cb5
#
42	my younger brother	2014-04-07T18:14:19Z	2014-04-20T00:59:47Z	my younger brother	atídn	1a9630f7-4f6f-461a-b0c7-1139d37cf181	trz	trz	atin_1a9630f7-4f6f-461a-b0c7-1139d37cf181		atin		meu irmão menor		e3d89209-2c6a-4381-8b49-55f51941eba0
#
144	my younger sister	2014-04-07T18:18:20Z	2014-04-20T00:59:40Z	my younger sister	anín	7de8bcd8-d2d3-46d4-9c70-9bf3c620666d	trz	trz	anin_7de8bcd8-d2d3-46d4-9c70-9bf3c620666d		anin		minha irmã menor		b8610df6-4257-4f15-afcb-73be8af73650
#
50	nail	2014-04-06T15:58:13Z	2014-04-20T00:58:59Z	nail	pesoró	25b67a2b-2a38-4b5f-8fe2-60105e158576	trz	trz	pesoro_25b67a2b-2a38-4b5f-8fe2-60105e158576		pesoro		unha		7206e783-9034-4ec3-ad00-0fa8957fb006
#
71	neck	2014-04-06T16:31:32Z	2014-04-20T00:58:35Z	neck	taypatam	4020d637-b89c-4874-ace7-89315fe06404	trz	trz	tajpatam_4020d637-b89c-4874-ace7-89315fe06404		tajpatam		pescoço		e5eea01e-30b3-4474-adbf-9864124f9a47
81	neck	2014-04-23T13:50:57Z	2014-04-23T13:51:17Z	neck	patamá	470b4625-b549-4785-8559-225b35b16a90	trz	en	patama_470b4625-b549-4785-8559-225b35b16a90		patama		pescoço		5eb8ec19-b0cb-41f4-85c1-9de5149066cc
#
145	network	2014-04-06T20:16:38Z	2014-04-20T00:58:04Z	network	šiat	7fd7a39c-8d04-4403-aa5e-19799510e7ae	trz	trz	xiat_7fd7a39c-8d04-4403-aa5e-19799510e7ae		xiat		rede		009bf0f3-ca53-4968-984a-359f31f5112c
#
78	night	2014-04-06T19:53:43Z	2014-04-20T00:57:47Z	night	įysíbm	465c5795-8f16-49d5-99e2-56ef05371fb0	trz	trz	i&apos;jsim_465c5795-8f16-49d5-99e2-56ef05371fb0		i'jsim		noite		15d28af2-e7ea-439f-a1b1-093ef003a2b4
#
109	nobody	2014-04-28T14:46:23Z	2014-04-28T14:46:55Z	nobody	kāadnu	5b708f2a-13ee-4a1b-bc10-7bdf11660340	trz	en	kaanu_5b708f2a-13ee-4a1b-bc10-7bdf11660340		kaanu		ninguém		364a4696-1197-426f-9bfb-93afc48c1387
#
92	nose	2014-04-06T14:51:56Z	2014-04-20T00:57:22Z	nose	uy	4d52adb9-c302-4c98-8bb2-a19c33b63b08	pt	trz	uj_4d52adb9-c302-4c98-8bb2-a19c33b63b08		uj		nariz		0bdecb19-d834-4892-ae86-fa6975f67b5f
#
16	now	2014-04-26T13:35:06Z	2014-04-26T13:35:45Z	now	perekáy	0acc5994-f514-473c-bd5d-e76801d869ba	trz	en	perekaj_0acc5994-f514-473c-bd5d-e76801d869ba		perekaj		agora		9e3b060f-b9f8-4cc9-996d-bf4ff3f4a82e
#
