# Wordlist

# DATA
ID	CONCEPT	DATECREATED	DATEMODIFIED	EN_GLOSS	FORM_IN_SOURCE	GUID	DOCULECT	LANGUAGE_IN_SOURCE	OID	ORDER	COUNTERPART	POS	PT_GLOSS	REFERENCE	SENSE_ID
18	oar	2014-04-07T16:35:51Z	2014-04-20T00:56:50Z	oar	hurá	0c22a2e3-eeaa-46b9-b6ee-b509ef28a208	trz	trz	hura_0c22a2e3-eeaa-46b9-b6ee-b509ef28a208		hura		remo		6924e1f2-ba0d-4075-8d50-9979d4570dd6
#
108	old 	2014-04-26T13:19:58Z	2014-04-26T13:20:21Z	old 	seratí	5b541338-2867-49b6-a5fa-9d66b518162f	trz	en	serati2_5b541338-2867-49b6-a5fa-9d66b518162f	2	serati		velho		97c966c2-8307-4664-a0bd-26a7260f41a3
#
173	old woman 	2014-04-07T17:58:53Z	2014-04-26T13:19:58Z	old woman 	seratí	99554ba9-354a-4adf-bfd7-50438bad57fa	trz	trz	serati1_99554ba9-354a-4adf-bfd7-50438bad57fa	1	serati		velha		5dfbcec7-6fe2-4838-aa9e-f1e2f90edebf" order="1
#
39	one	2014-04-25T13:38:20Z	2014-04-25T13:39:09Z	one	kwatádn	18f134ee-e60d-4b69-ad88-a9fd39b52039	trz	en	kwatan_18f134ee-e60d-4b69-ad88-a9fd39b52039		kwatan		um		ac6a3b79-097d-493c-ae0a-743f5080e2c4
208	one	2014-04-25T13:39:54Z	2014-04-25T13:40:31Z	one	kwatádni	c3b65c9f-c008-406f-a6b5-f48d2e156c0a	trz	en	kwatani_c3b65c9f-c008-406f-a6b5-f48d2e156c0a		kwatani		um		b5eb5c52-ab73-4106-b16f-9bbaf2434c32
#
35	otter	2014-04-07T19:47:49Z	2014-04-20T00:56:08Z	otter	yuruarám	165efe1e-2d33-4302-8fc7-5105acb18cd4	trz	trz	juruaram_165efe1e-2d33-4302-8fc7-5105acb18cd4		juruaram		lontra		96dae7b9-5b13-4dc6-b853-e5cb4b37f839
#
118	ounce	2014-04-07T19:47:03Z	2014-04-20T00:55:57Z	ounce	wakán	64736731-556e-4b75-aeac-203faf2c736c	trz	trz	wakan_64736731-556e-4b75-aeac-203faf2c736c		wakan		onça		b34c6666-33f1-4bb7-b57b-3a791f10e1a4
#
235	paca	2014-04-07T19:40:45Z	2014-04-20T00:55:45Z	paca	mįkóp	d666a01a-f9a1-4067-ada5-82c70afb0b0f	trz	trz	mi&apos;kop_d666a01a-f9a1-4067-ada5-82c70afb0b0f		mi'kop		paca		7aeb02f9-216a-484f-a104-046f64444d94
#
146	pacú	2014-04-08T14:42:59Z	2014-04-20T00:54:52Z	pacú	maviyóp	803431a6-71d9-4d2c-8bb3-f28bfc32e3b3	trz	trz	mavijop_803431a6-71d9-4d2c-8bb3-f28bfc32e3b3		mavijop		pacú		5d3c0aed-430d-433e-b527-0d5abac1e047
#
24	paneiro	2014-04-07T16:51:03Z	2014-04-20T00:54:16Z	paneiro	urusaká	102ff739-b8d2-42bf-8d1d-5a61ea3ad74e	trz	trz	urusaka_102ff739-b8d2-42bf-8d1d-5a61ea3ad74e		urusaka		paneiro		13b5e757-15ea-4d92-aaea-f2ee99493b0f
#
135	parrot	2014-04-08T13:31:42Z	2014-04-20T00:53:26Z	parrot	avuró	73198487-84d4-468b-b64b-47dbf9d586cd	trz	trz	avuro_73198487-84d4-468b-b64b-47dbf9d586cd		avuro		papagaio		28962d1d-8fd3-4754-9334-5548272b72fd
#
230	path	2014-04-06T21:09:54Z	2014-04-20T00:53:01Z	path	waná	d2921b18-d288-497a-80a4-3532a69edf6e	trz	trz	wana_d2921b18-d288-497a-80a4-3532a69edf6e		wana		caminho		30bc0690-c479-4117-b6c5-10a35bcf7755
#
13	paujil	2014-04-08T13:55:55Z	2014-04-20T00:52:34Z	paujil	otín	093ce644-2d5f-422f-9220-4eafd43efbba	trz	trz	otin_093ce644-2d5f-422f-9220-4eafd43efbba		otin		mutum		b8ef4204-2083-42e5-84b9-17f343a6a3ed
#
105	peccary pig	2014-04-07T19:37:51Z	2014-04-20T00:52:11Z	peccary pig	kawįrḗ	59729188-8bb4-4356-997c-c4e9595f4ac5	trz	trz	kawi&apos;re_59729188-8bb4-4356-997c-c4e9595f4ac5		kawi're		porco queixada		e04daf00-f326-42c4-b292-823fd0ad280c
#
197	penelope	2014-04-08T13:34:46Z	2014-04-20T00:51:38Z	penelope	trantrán	bb883f33-5a0b-4fae-9d89-223067dbf301	trz	trz	trantran_bb883f33-5a0b-4fae-9d89-223067dbf301		trantran		jacú		802047a3-0021-4c90-9ba8-d7b8f93675fc
#
251	penis	2014-04-06T15:46:01Z	2014-04-20T00:51:11Z	penis	ču̥šó	e5ca9eed-cf70-41fc-b009-6fe35609f23e	trz	trz	txyxo_e5ca9eed-cf70-41fc-b009-6fe35609f23e		txyxo		penis		59094e18-06dc-4730-868f-59d0020b0dda
#
175	people	2014-04-07T17:04:51Z	2014-04-20T00:50:36Z	people	wati	9b0fe3bf-b24f-4563-8242-13a2286af848	trz	trz	wati_9b0fe3bf-b24f-4563-8242-13a2286af848		wati		gente		e7817ba5-3cde-4496-8c1d-26fd24e2e273
#
169	pepper	2014-04-08T15:38:47Z	2014-04-20T00:49:55Z	pepper	oó	97eef14a-abc2-485d-8933-ddfe37b28c6c	trz	trz	oo_97eef14a-abc2-485d-8933-ddfe37b28c6c		oo		pimenta		2b849a22-3fb7-4c1d-99d6-f5fa687277f1
#
205	piranha	2014-04-08T14:43:47Z	2014-04-20T00:49:05Z	piranha	tuábm	c2e8bdd9-658a-40f2-95bc-34ddb9595621	trz	trz	tuam_c2e8bdd9-658a-40f2-95bc-34ddb9595621		tuam		piranha		79fdbbe1-a92f-40c1-98c4-13b8317b7229
#
227	pleiade	2014-04-06T17:07:45Z	2014-04-20T00:48:28Z	pleiade	mu̥ru̥hu̥rawī̄́d	d1bba58d-ae3e-4312-8fb7-e174379ec852	trz	trz	myryhyrawid_d1bba58d-ae3e-4312-8fb7-e174379ec852		myryhyrawid		pleiade		99cc9604-3c9c-4627-84e6-08962bd3262b
#
243	pot	2014-04-07T16:32:10Z	2014-04-20T00:48:07Z	pot	čimukún	df5aa51c-c8b3-4e53-916a-d7f8e9222e39	trz	trz	tximukun_df5aa51c-c8b3-4e53-916a-d7f8e9222e39		tximukun		panela		9f2a9afa-d90b-47a6-ba2a-8e69882b936e
#
82	potato	2014-04-08T15:11:43Z	2014-04-20T00:47:10Z	potato	u̥rutirimán	47abbbe6-96d8-4ef1-a971-be285ff116bb	trz	trz	yrutiriman_47abbbe6-96d8-4ef1-a971-be285ff116bb		yrutiriman		batata		d6546ae7-d7ec-4e26-8074-3ea498252cd5
#
79	rain	2014-04-06T16:56:36Z	2014-04-20T00:46:42Z	rain	kom	4693d20e-a062-4c76-9cc9-c1fe5a39aebf	trz	trz	kom1_4693d20e-a062-4c76-9cc9-c1fe5a39aebf	1	kom		chuva		e93609b9-e1ae-4f24-bbeb-7596d5c17568
#
138	rainbow	2014-04-06T16:57:34Z	2014-04-20T00:46:27Z	rainbow	turisįkám	762f9abe-5467-412f-9cfb-bb81d8521b9f	trz	trz	turisi&apos;kam_762f9abe-5467-412f-9cfb-bb81d8521b9f		turisi'kam		arco-íris		38a6103f-5add-48fb-9d08-f57bcb6e836e
#
167	ray	2014-04-08T14:52:30Z	2014-04-20T00:45:56Z	ray	tanapá	96ec8c21-d4c5-4bc8-9d92-53e7dc1ad01d	trz	trz	tanapa_96ec8c21-d4c5-4bc8-9d92-53e7dc1ad01d		tanapa		arraia		e81c8643-f2dd-44a3-af77-afe7a51650b9
#
129	red	2014-04-25T14:22:12Z	2014-04-25T14:23:02Z	red	mëmnu̥	6e42045e-c8fa-4f7a-917b-d30c9524e826	trz	en	memnu_6e42045e-c8fa-4f7a-917b-d30c9524e826		memnu		vermelho		2e5b6e52-9713-4a0d-8530-237936785656
#
126	red macaw	2014-04-08T13:54:15Z	2014-04-20T00:45:37Z	red macaw	tramį́n	6dc1f5cb-1858-4762-9d5c-6e5a2c383365	trz	trz	trami&apos;n_6dc1f5cb-1858-4762-9d5c-6e5a2c383365		trami'n		arára vermelho		ddbf7a8b-d36f-4f1c-b46d-5e91f48f06da
#
218	rum	2014-04-07T17:00:24Z	2014-04-20T00:28:56Z	rum	kawĩ	cab213b0-9390-48d5-a7b4-8730a87e7860	trz	trz	kawĩ_cab213b0-9390-48d5-a7b4-8730a87e7860		kawĩ		cachaça		fefddfce-1abc-4bf1-87fe-4e070ed71b81
#
36	sand	2014-04-06T20:03:04Z	2014-04-20T00:28:16Z	sand	mįymáī	16a566f3-21c1-4bb3-a210-a46760748d0c	trz	trz	mi&apos;jmaɳ_16a566f3-21c1-4bb3-a210-a46760748d0c		mi'jmaɳ		areia		7a583b86-a10d-484b-93c2-441e22c213b2
#
3	scrotum	2014-04-06T16:35:50Z	2014-04-20T00:27:34Z	scrotum	tu̥ku̥pįdni	046628db-58ea-46d5-9522-ea903228fd2d	trz	trz	tykypi&apos;ni_046628db-58ea-46d5-9522-ea903228fd2d		tykypi'ni		escroto		0a045a32-21c4-4e87-911b-16632a42ff01
#
43	shadow	2014-04-07T19:25:49Z	2014-12-07T17:57:52Z	shadow	wo̠rako̠sįnu̥n	1e88ba29-26b6-49c8-90a8-1392ff3fafd5	trz	trz	worakosi&apos;nyn_1e88ba29-26b6-49c8-90a8-1392ff3fafd5		worakosi'nyn		sombra		168b7017-fb1a-499d-be77-576bcd89c3b0" order="1
#
273	she	2014-04-28T14:18:27Z	2014-04-28T14:18:48Z	she	warikam	fa204819-47af-42a6-83a8-0961a19ad703	trz	en	warikam_fa204819-47af-42a6-83a8-0961a19ad703		warikam		ela		225ba6fe-fdb5-4bc2-be75-ddc5a01e32d3
#
15	shin	2014-04-22T17:44:45Z	2014-04-22T17:45:35Z	shin	kazi̩má̃	0a716998-226b-43f5-bd49-e178013efc3c	trz	en	kazi&apos;ma_0a716998-226b-43f5-bd49-e178013efc3c		kazi'ma		canela		0d2d9173-f7ec-4776-a3e1-37da76051739
267	shin	2014-04-06T15:53:52Z	2014-04-20T00:25:12Z	shin	ataykazįbm	f5a217af-69b1-42b6-ae85-770cce299d79	trz	trz	atajkazi&apos;m_f5a217af-69b1-42b6-ae85-770cce299d79		atajkazi'm		canela		01d23d88-1da5-426d-adec-f19ae14cab55
#
51	shoulder	2014-04-06T16:26:57Z	2014-04-20T00:23:07Z	shoulder	pįtaribm	272428b2-162f-4ad1-a6f7-46c53031a2bd	trz	trz	pi&apos;tarim_272428b2-162f-4ad1-a6f7-46c53031a2bd		pi'tarim		ombro		a48ace6d-7466-4790-b284-3e434d5062b4
#
90	sieve	2014-04-06T21:30:31Z	2014-04-20T00:22:47Z	sieve	manarí	4c8be986-3d50-427a-b52e-df594dfd04d1	trz	trz	manari_4c8be986-3d50-427a-b52e-df594dfd04d1		manari		peneira		f9fbc9ac-a0c3-4029-be06-eee1e9e76f2b
#
160	skin	2014-04-06T16:34:28Z	2014-04-20T00:22:06Z	skin	tupará	8c6b6fae-2f41-4f70-8f55-30b36f66d487	trz	trz	tupara_8c6b6fae-2f41-4f70-8f55-30b36f66d487		tupara		pele		8a291b9a-eedb-46bb-8ddb-1d0ca3a4db71
#
133	sky	2014-04-06T16:51:52Z	2014-04-20T00:21:46Z	sky	awįn	71b32f1d-7700-44f7-bc64-cb5cab193463	trz	trz	awi&apos;n_71b32f1d-7700-44f7-bc64-cb5cab193463		awi'n		céu		cc562c86-84b4-407b-bfef-a0fcc19f8cbe
#
62	small	2014-04-26T13:14:13Z	2014-04-26T13:15:29Z	small	nyaečidn	34e1428a-f8dc-40dd-b7de-50f5da82ca3c	trz	en	ɲaetxin_34e1428a-f8dc-40dd-b7de-50f5da82ca3c		ɲaetxin		pequeno		4487f0b3-a9b4-444d-96e0-373fab42bdc6
#
245	smoke	2014-04-06T19:59:18Z	2014-04-20T00:21:04Z	smoke	iwį́	e15aba75-d576-4b42-a304-781468da71cc	trz	trz	iwi&apos;_e15aba75-d576-4b42-a304-781468da71cc		iwi'		fumaça		07c0c128-14d1-4ff7-8217-64ee22403408
#
233	snake	2014-04-08T14:04:08Z	2014-04-19T22:57:39Z	snake	karakáu	d2b7d2a0-4bd8-49a9-ab8c-5a5ac729600c	trz	trz	karakaw_d2b7d2a0-4bd8-49a9-ab8c-5a5ac729600c		karakaw		cobra		d6967b27-958d-44ff-88f1-ef94cc11a9a3
#
176	song	2014-04-07T19:28:46Z	2014-04-19T22:56:28Z	song	tikayára	9b6058ed-f8f3-4f74-9eb2-68efb059945d	trz	trz	tikajára_9b6058ed-f8f3-4f74-9eb2-68efb059945d		tikajára		cantiga		902d0066-8d52-4936-bd3f-bc9a9685d53a
#
45	sparrow-hawk	2014-04-08T14:01:47Z	2014-04-19T22:55:56Z	sparrow-hawk	wurįmún	2207136d-af85-4832-b61b-af9021778b05	trz	trz	wuri&apos;mun_2207136d-af85-4832-b61b-af9021778b05		wuri'mun		gavião		c5784a2b-7dfa-456e-b4d9-3cc6f39e2c78
#
214	spectrum	2014-04-07T19:13:03Z	2014-12-07T17:43:32Z	spectrum	ku̥numái	c6ecd21b-4634-4663-a967-c8ceb73cf968	trz	trz	kynumái_c6ecd21b-4634-4663-a967-c8ceb73cf968		kynumái		espectro		5fb5fb7e-4ac6-41f8-8c6d-24d42ae65ed4" order="1
#
254	spider monkey	2014-04-07T19:45:09Z	2014-04-19T22:53:42Z	spider monkey	warám	e769fa8a-a3d4-47f3-9af8-1974f7bbc7ec	trz	trz	waram_e769fa8a-a3d4-47f3-9af8-1974f7bbc7ec		waram		coatá		714bca0d-9eb3-41d0-a290-96ea7763afe3
#
242	star	2014-04-06T16:59:20Z	2014-04-19T22:53:13Z	star	pipiyó	def562b8-d264-403e-a9ea-a50e613d55ed	trz	trz	pipijo_def562b8-d264-403e-a9ea-a50e613d55ed		pipijo		estrela		feee37b4-62e1-4209-84a6-f0d2585013a1
#
263	stick	2014-04-08T15:05:20Z	2014-04-19T22:51:51Z	stick	paná	efe6590a-5c3a-489d-ae1c-454f58c2c956	trz	trz	pana_efe6590a-5c3a-489d-ae1c-454f58c2c956		pana		pau		5f861650-1253-4f41-a217-acfed4d61afa
#
94	stilt	2014-04-08T15:00:22Z	2014-04-19T22:49:11Z	stilt	kiviyá̩m	4ec97927-6fad-420e-9bf9-f7717439ca98	trz	trz	kivija&apos;m_4ec97927-6fad-420e-9bf9-f7717439ca98		kivija'm		carapanã		b2da86ec-6600-49c5-9528-db83aa8d7ad6
#
33	stone	2014-04-06T19:43:15Z	2014-04-19T22:48:29Z	stone	pįkún	15a5539d-e5e3-4912-b794-fd7ff9884019	trz	trz	pi&apos;kun_15a5539d-e5e3-4912-b794-fd7ff9884019		pi'kun		pedra		61e21229-4e7f-4f5a-9952-38c17f570305
#
196	sun	2014-04-06T16:58:43Z	2014-04-19T22:48:06Z	sun	apįtó	b7c2cb69-5a68-4cf4-9b36-c8453f7cf59f	trz	trz	api&apos;to_b7c2cb69-5a68-4cf4-9b36-c8453f7cf59f		api'to		sol		5bd93a5f-9ee9-447f-a0c5-8340c6e374c3
#
244	tapir	2014-04-07T19:39:20Z	2014-04-19T22:47:40Z	tapir	imín	e1097de0-aaf0-473b-acea-89618e2b914d	trz	trz	imin_e1097de0-aaf0-473b-acea-89618e2b914d		imin		anta		37bc4922-df83-47e5-8262-caba32f2f459
#
80	termite	2014-04-08T15:02:52Z	2014-04-19T22:47:18Z	termite	papakį́	46fb60b9-1713-4509-af5d-ca5cbc32f5e0	trz	trz	papaki&apos;_46fb60b9-1713-4509-af5d-ca5cbc32f5e0		papaki'		cupim		19a30fcd-3ac9-440e-91f3-75b96bd9782b
#
152	the other was	2014-04-28T14:26:48Z	2014-12-07T17:42:51Z	the other was	kwā	86edadde-a528-4ab4-9f7b-650514f5177f	trz	en	kwa_86edadde-a528-4ab4-9f7b-650514f5177f		kwa		foi o outro		f93e95f3-9b19-44ca-a3c5-abd86d472fd6" order="1
#
223	there	2014-04-26T13:36:24Z	2014-04-26T13:36:49Z	there	anyakáy	cf0c421d-b70b-42c4-a730-84c196ae08ef	trz	en	anjakaj_cf0c421d-b70b-42c4-a730-84c196ae08ef		anjakaj		lá		8386ff34-c05b-4044-aaa5-1504bd8c3d67
#
184	they	2014-04-28T14:22:09Z	2014-04-28T14:22:31Z	they	wariko bap	a97db84d-3316-44e5-b8ac-2d823aacc588	trz	en	wariko bap_a97db84d-3316-44e5-b8ac-2d823aacc588		wariko bap		eles		8a684505-bf44-47af-88bb-a0c04830b38e
#
116	thigh	2014-04-23T13:54:59Z	2014-04-23T13:56:04Z	thigh	hukú	5fedba21-5a38-4c86-bf39-c5dd0281c150	trz	en	huku_5fedba21-5a38-4c86-bf39-c5dd0281c150		huku		coxa		bb0108c6-cddb-4901-a4aa-70fafeebd103
252	thigh	2014-04-06T16:38:53Z	2014-04-19T22:46:24Z	thigh	hok	e5d12f86-0cd8-48e6-afc4-13c44d67e05d	trz	trz	hok_e5d12f86-0cd8-48e6-afc4-13c44d67e05d		hok		coxa		5b02c492-8d1d-482d-990f-e342a85d5b56
#
142	this one	2014-04-28T14:29:50Z	2014-04-28T14:30:07Z	this one	ja	7bffe496-ab2f-4176-ac42-e2e7a4698021	trz	en	ja_7bffe496-ab2f-4176-ac42-e2e7a4698021		ja		este		e98c531e-ae37-4b5f-8939-83034b9e8800
163	this one	2014-04-28T14:29:09Z	2014-04-28T14:29:25Z	this one	kā	8f520b7e-fd0f-440a-9e42-8d5bc67efc1f	trz	en	ka_8f520b7e-fd0f-440a-9e42-8d5bc67efc1f		ka		este		2674ebaf-f254-45d3-8b18-e933dcb6cd93
209	this one	2014-04-28T14:28:25Z	2014-04-28T14:28:40Z	this one		c3f6a52c-07ae-4d34-b131-8d16172399ef	trz		okaj_c3f6a52c-07ae-4d34-b131-8d16172399ef		okaj		este		b22ca962-5236-4de6-b9e7-10275e295a4a
#
54	this was 	2014-04-28T14:31:11Z	2014-04-28T14:31:25Z	this was 	kuri	299c8509-dff9-4c72-ba90-b4c85052079c	trz	en	kuri_299c8509-dff9-4c72-ba90-b4c85052079c		kuri		foi este/esta		ee6e686f-ddf5-4251-986b-3f13e68a0e95
#
111	thread	2014-04-07T16:39:49Z	2014-04-19T22:41:18Z	thread	mubtó	5c6c1a5f-70c1-4466-9fa9-7dd2cd9e7f9d	trz	trz	mubto_5c6c1a5f-70c1-4466-9fa9-7dd2cd9e7f9d		mubto		fio		af61d134-71a4-485c-8b9e-b87bc0b7f97b
268	thread	2014-04-07T16:40:51Z	2014-04-19T22:40:57Z	thread	u̥bm	f5f1d556-13ab-4fe6-99fe-236618c2ff28	trz	trz	ym_f5f1d556-13ab-4fe6-99fe-236618c2ff28		ym		fio		d15359db-51c5-4c2e-9980-e18b4bc71312
#
271	thunder	2014-04-06T19:49:31Z	2014-09-10T16:53:51Z	thunder	sipe̩kudn	f8a7bdc7-0695-49a2-897b-d573e32b1fce	trz	trz	sipe&apos;kun_f8a7bdc7-0695-49a2-897b-d573e32b1fce		sipe'kun		trovão		f3b4c515-9312-47f3-a80c-69b226b80e16" order="1
#
229	tiger fish	2014-04-08T14:44:59Z	2014-04-19T22:36:22Z	tiger fish	tikídn	d234eab9-a0d4-405a-9fcb-a919e8aaf36a	trz	trz	tikin_d234eab9-a0d4-405a-9fcb-a919e8aaf36a		tikin		trahira		701f485d-62d5-42f5-867c-0377b4ffaabd
#
48	timbó	2014-04-08T15:58:50Z	2014-04-19T22:35:50Z	timbó	kuyimé̄	248e940f-41ab-4e86-80d2-09785c8c283c	trz	trz	kujime_248e940f-41ab-4e86-80d2-09785c8c283c		kujime		timbó		c11c0eb5-e651-427e-a786-892b3a489751
#
182	tipity	2014-04-07T16:53:30Z	2014-04-19T22:33:03Z	tipity	tipití	a4170d1e-45a0-42f3-949f-a3cca784ff69	trz	trz	tipiti_a4170d1e-45a0-42f3-949f-a3cca784ff69		tipiti		tipity		553f9334-d8a2-472a-adcb-f8621a11fb42
#
114	tobacco	2014-04-08T15:07:36Z	2014-04-19T22:31:57Z	tobacco	yuwé̩	5f2c15f8-85cc-4498-a190-4b2c2b3bf326	trz	trz	juwe&apos;_5f2c15f8-85cc-4498-a190-4b2c2b3bf326		juwe'		tabaco		7bd05f9f-0ea9-43bc-b030-317be7e6ea10
#
266	today	2014-04-26T13:29:17Z	2014-04-26T13:30:14Z	today	panáī	f3ae536b-9be3-4be1-89c2-ee0c209c9cca	trz	en	panaj_f3ae536b-9be3-4be1-89c2-ee0c209c9cca		panaj		hoje		df015e20-0a56-498f-9d89-ae24d2d7f25c
#
259	toe	2014-04-06T16:46:52Z	2014-04-19T22:30:55Z	toe	atayšinyat	ec3f61f2-ebea-4a8c-86c9-71cd6256c2f6	trz	trz	atajxinjat_ec3f61f2-ebea-4a8c-86c9-71cd6256c2f6		atajxinjat		dedo do pé		13fce463-32f6-4a5d-b17e-451f84885bcd
#
189	tomorrow	2014-04-26T13:30:53Z	2014-04-26T13:32:06Z	tomorrow		b1d88a3f-c753-40ef-ba2e-9004fad3b699	trz		tyanati_b1d88a3f-c753-40ef-ba2e-9004fad3b699		tyanati		amanhã		e928697c-6c48-4ba3-bb8d-2665db328558
#
67	tongue	2014-04-06T14:48:23Z	2014-04-19T22:30:08Z	tongue	kapiak	3982578a-150e-4d01-9585-ee9f02432db2	pt	trz	kapiak_3982578a-150e-4d01-9585-ee9f02432db2		kapiak		língua		a5883ec8-28d0-4837-82df-f4ff46760aa2
#
139	tooth	2014-04-06T16:04:43Z	2014-04-19T22:29:37Z	tooth	yat	76c08eab-7fab-4492-9520-d95d0e4fced9	trz	trz	jat_76c08eab-7fab-4492-9520-d95d0e4fced9		jat		dente		acaa2956-50dc-4fe8-b484-eade26d3ceed
#
74	tucumã	2014-04-08T15:54:13Z	2014-04-19T22:27:57Z	tucumã	uwáu	41c53009-7a37-49b1-a7d8-12e39332dacd	trz	trz	uwaw_41c53009-7a37-49b1-a7d8-12e39332dacd		uwaw		tucumã		53026c31-a2d7-41fd-9e65-058d0090c4ab
#
221	turtle	2014-04-08T14:34:47Z	2014-04-19T22:27:34Z	turtle	tu̥á	cdff2c14-8c8d-4906-ba79-daec79c3d253	trz	trz	tya_cdff2c14-8c8d-4906-ba79-daec79c3d253		tya		tartaruga		8e0841ee-1dda-4bc4-ae0a-9fe4d0ce0f36
#
237	two	2014-04-25T13:42:21Z	2014-04-25T13:43:18Z	two	ku̥radni	d937f20d-559a-49f9-b9d9-108f285a1538	trz	en	kyrani_d937f20d-559a-49f9-b9d9-108f285a1538		kyrani		dois		9fc42293-b01b-4397-a19a-20d2e5276577
#
203	under	2014-04-26T13:54:02Z	2014-04-26T13:54:58Z	under	ważí	c120d74a-4339-43d4-9c71-95126e333316	trz	en	wazi_c120d74a-4339-43d4-9c71-95126e333316		wazi		embaixo		c5ad1002-77bc-4b5d-92cd-b3a0e61ceab7
#
40	vulture	2014-04-08T13:30:01Z	2014-04-19T22:22:15Z	vulture	sįmu̥	195b467b-e1bd-40a6-abb2-97a39d775fa3	trz	trz	si&apos;my_195b467b-e1bd-40a6-abb2-97a39d775fa3		si'my		urubu		ebfcfae4-0019-47fe-9e49-c3eaefe206f7
#
115	vulva	2014-04-06T15:47:43Z	2014-04-19T22:21:36Z	vulva	miripí	5f94a73d-f3b2-4a81-9c71-86e309b665f7	trz	trz	miripi_5f94a73d-f3b2-4a81-9c71-86e309b665f7		miripi		vulva		1e45ea2f-3bdc-4cca-8c0e-f569ebeb1a49
#
157	wasp	2014-04-08T14:57:13Z	2014-04-19T22:15:46Z	wasp	įwįrį́	8b36a5dc-73be-44f1-968b-642511dd45fa	trz	trz	i&apos;wi&apos;ri&apos;_8b36a5dc-73be-44f1-968b-642511dd45fa		i'wi'ri'		vespa		1931e5dc-8856-4e5f-b856-538f2223e11a
#
134	water	2014-04-06T19:45:38Z	2014-04-19T22:12:02Z	water	kom	72493ce7-3975-48c1-a093-77e64d3b3b9a	trz	trz	kom2_72493ce7-3975-48c1-a093-77e64d3b3b9a	2	kom		agua		be9f115f-918b-4bd0-9558-d4a2bdc85ea5
#
91	we (exclusive)	2014-04-28T14:20:13Z	2014-04-28T14:20:26Z	we (exclusive)	ati	4c987fa0-4e00-400b-8a81-f591f3a6583a	trz	en	ati_4c987fa0-4e00-400b-8a81-f591f3a6583a		ati		nós (exclusivo)		373a783e-1625-4f2f-b640-6535b79e6d79
#
276	we (inclusive)	2014-04-28T14:19:30Z	2014-04-28T14:19:44Z	we (inclusive)	wazati	fd22cde6-1dc6-45a5-87ff-3b2239bf3f6e	trz	en	wazati_fd22cde6-1dc6-45a5-87ff-3b2239bf3f6e		wazati		nós (inclusivo)		1f4cee9e-764c-44df-8467-4bb233a3c3dc
#
113	what is?	2014-04-28T15:01:35Z	2014-04-28T15:03:10Z	what is?	teakay	5ce1c44b-4dc6-4421-878a-89763434e892	trz	en	teakaj_5ce1c44b-4dc6-4421-878a-89763434e892		teakaj		o quê é?		643551a6-fee8-4f5e-abb9-d42f4c87576f
#
87	white	2014-04-07T17:35:16Z	2014-04-19T22:10:08Z	white	ure̩tí	4b4eecd3-b029-45fd-baff-7e63b1292934	trz	trz	ure&apos;ti_4b4eecd3-b029-45fd-baff-7e63b1292934		ure'ti		branco		99690513-3cc0-43c5-b53b-1cf318e26def
277	white	2014-04-25T14:11:24Z	2014-04-25T14:13:04Z	white	wuri̩katí	fdf36452-6f7a-4a88-9b04-6419b9c761f8	trz	en	wuri&apos;kati_fdf36452-6f7a-4a88-9b04-6419b9c761f8		wuri'kati		branco		d650a77a-a63d-487c-b70b-f0d071587bef
#
46	who is?	2014-04-28T14:47:35Z	2014-04-28T14:48:17Z	who is?	teokay	22803b5f-a7ca-4d93-8830-989fcabb58a8	trz	en	teokaj_22803b5f-a7ca-4d93-8830-989fcabb58a8		teokaj		quem é?		fd820a63-7740-4ce1-a54e-51bba15e30df
#
17	wild boar	2014-04-08T13:22:44Z	2014-04-19T22:01:54Z	wild boar	tukawádn	0b7fe182-b0e7-4df3-827c-fc60846a0554	trz	trz	tukawan_0b7fe182-b0e7-4df3-827c-fc60846a0554		tukawan		caitetú		6135a45e-b3b4-44b3-a6b0-b9053687f90e
#
168	wind	2014-04-06T19:48:08Z	2014-04-19T21:39:23Z	wind	pahu̥zį́	971e1ee1-a1a6-45c1-bb41-aca537e2767c	trz	trz	pahyzi&apos;_971e1ee1-a1a6-45c1-bb41-aca537e2767c		pahyzi'		vento		6cf062e7-b81b-4114-9507-e7f1e8ff357a
#
274	woman	2014-04-24T15:10:37Z	2014-04-24T15:10:47Z	woman		faad0836-849d-42b5-8817-abaf4fdf4cf1	trz		njankami&apos;n_faad0836-849d-42b5-8817-abaf4fdf4cf1		njankami'n		mulher		85cb0395-a1a4-47ac-9e1b-734ac28e88f8
#
127	woman 	2014-04-24T15:08:38Z	2014-04-24T15:09:21Z	woman 		6ddd0882-3b90-4099-871c-95048e6025fd	trz		nakami&apos;n_6ddd0882-3b90-4099-871c-95048e6025fd		nakami'n		mulher		079dcdb7-3bd9-4a2f-a520-37ec1f4483e5
#
12	yesterday	2014-04-26T13:33:32Z	2014-04-26T13:34:32Z	yesterday	pi̩sí̩bm	07f882f3-49e5-4add-89a6-178b8dac9259	trz	en	pi&apos;si&apos;m_07f882f3-49e5-4add-89a6-178b8dac9259		pi'si'm		ontem		d3e60de8-fca2-4141-b6d9-9a0b1a7bb838
#
27	you	2014-04-28T14:21:00Z	2014-04-28T14:21:31Z	you	wi̩hú 	11c4bc00-9d1e-47fa-bd2c-59f68252f49f	trz	en	wi&apos;hu_11c4bc00-9d1e-47fa-bd2c-59f68252f49f		wi'hu		vos		bb3f444b-8398-4bcc-99e2-ca214917802b
